timestamp_ms,right_shoulder_angle,left_shoulder_angle,right_elbow_angle,left_elbow_angle,right_knee_angle,left_knee_angle,fsm_state,is_aligned,right_shoulder_angle_smooth,left_shoulder_angle_smooth,right_elbow_angle_smooth,left_elbow_angle_smooth,right_knee_angle_smooth,left_knee_angle_smooth
1166,32.416433026289255,28.852546906570964,80.95276844654666,152.36033269969198,143.76399667636255,164.39217099525513,ACTIVE,True,30.383807279256185,28.638323442810467,101.96738101949103,138.76650522212418,146.04071671663522,162.7010562321995
1200,30.255234029269197,25.32635665333926,82.58523944667843,140.39996615826988,141.52078990937804,161.21003624522797,ACTIVE,True,28.160466666406375,30.356724079529847,103.04496457597884,126.42553705899284,144.59705907270092,161.54946131240106
1233,27.8728930021892,35.81318092130707,100.78869216819682,84.0146003809505,141.66371743869774,159.1752207575653,ACTIVE,True,24.96069256316348,34.75843045698201,111.24939065884458,98.34781553997941,143.6120089643133,158.2510469230834
1266,22.391275645392298,39.72261901314575,132.61910052575735,71.82048570506258,144.20312192156527,155.53871703289843,ACTIVE,True,21.39384236073125,37.9894678713185,125.09143202132745,82.02681329554615,143.76223755239855,154.89580549350512
1300,11.329970640309071,42.593621935126166,172.1574176951283,67.78837411567112,146.84864963583473,152.47071381740952,ACTIVE,True,17.46160047956319,39.32884744487388,149.51379826063473,75.03523491886631,145.2210381739797,152.3547622993941
1333,12.428413440946724,42.16851129319193,169.55382777029644,65.81768330444596,148.93773590311218,147.73337470469326,ACTIVE,True,13.940159520636538,38.63116498237001,163.082984363731,78.3334792296685,147.45383060020464,150.88846497675567
1366,12.974648763899713,38.88116906988679,165.59342851834927,69.69969532761054,147.61453246745415,146.64741549037763,ACTIVE,True,12.193810804637526,36.27715860837154,167.61442870996606,93.16884664743662,149.45548455433345,150.82749182379246
1400,13.635836035486255,30.101189142716514,162.15422020209994,138.07590276750915,151.12820502184871,152.7320010547474,ACTIVE,True,11.752998620130409,32.337130880560096,160.19017869207403,115.52588539357794,151.4176482442433,151.70868153983398
1433,12.575437981556261,27.68574018023072,148.4969772176627,147.47271225863358,151.35653711867604,156.23777314595824,ACTIVE,True,12.793231977722762,30.054961565838525,144.8481844277989,132.3696575940025,151.2596039272948,153.19219236052535
1466,14.958248248211337,25.065041532404397,127.49985846038108,151.02609157766295,151.48506306659314,155.79759052592416,ACTIVE,True,15.16159025892614,29.763048935496897,126.10794856147095,144.5221608226398,150.0399621377485,154.66777858447844
1500,18.69209479614083,29.187121064882685,105.08767393710862,155.7740044718689,151.80483390612025,156.30120834604432,ACTIVE,True,17.453377356924324,31.95389098116595,110.40293982073959,149.87260570920435,148.51747967326006,155.85477593821244
1533,20.437349227125164,37.26013247678359,87.35853806886453,142.30172013044344,148.88155845547828,156.14242333874103,ACTIVE,True,21.95359789666005,36.09167956595012,95.74522741813631,147.29675379648842,146.9524505077314,156.06123105909919
